author_id,name,dblp_pid,orcid,paper_count,weighted_degree,community_id,community_label,bridge_score
pid:t/JoshuaBTenenbaum,Joshua B. Tenenbaum,t/JoshuaBTenenbaum,0000-0002-1925-2035,137,171,6,Community 7,0.5730994152046783
pid:139/6993,Chuang Gan 0001,139/6993,0000-0003-4031-5886,81,106,6,Community 7,4.0754716981132075
pid:117/4768,Jiajun Wu 0001,117/4768,0000-0002-4176-343X,74,85,6,Community 7,0.8470588235294118
pid:t/AntonioBTorralba,Antonio Torralba 0001,t/AntonioBTorralba,0000-0003-4915-0256,48,55,6,Community 7,0.0
pid:80/806-3,Song Han 0003,80/806-3,0000-0002-4186-7618,39,43,6,Community 7,0.0
pid:86/6650,William T. Freeman,86/6650,0000-0002-2231-7995,33,43,6,Community 7,0.0
pid:91/952-4,Xiaolong Wang 0004,91/952-4,0000-0003-3150-778X,39,39,6,Community 7,0.8205128205128205
pid:79/3711,Ming-Hsuan Yang 0001,79/3711,0000-0003-4848-2304,53,38,6,Community 7,0.47368421052631576
pid:w/YuWang2,Yu Wang 0002,w/YuWang2,0000-0001-6108-5157,25,37,6,Community 7,0.0
pid:21/6486,Wojciech Matusik,21/6486,0000-0003-0212-5643,27,35,6,Community 7,0.0
pid:09/4945-1,Hao Su 0001,09/4945-1,0000-0002-1796-2682,42,29,6,Community 7,0.0
pid:08/6607,Sanja Fidler,08/6607,0000-0003-1040-3260,46,28,6,Community 7,0.6428571428571428
pid:r/DanielaRus,Daniela Rus,r/DanielaRus,0000-0001-5473-3566,40,28,6,Community 7,0.0
pid:202/9525,Xuefei Ning,202/9525,0000-0003-2209-8312,14,28,6,Community 7,0.0
pid:94/248,Pushmeet Kohli,94/248,0000-0002-7466-7997,45,27,6,Community 7,2.6666666666666665
pid:51/3026-1,Tao Du 0001,51/3026-1,0000-0001-7337-7667,12,23,6,Community 7,0.0
pid:239/4017,Xiangtai Li,239/4017,0000-0002-0550-8247,18,22,6,Community 7,6.681818181818182
pid:64/237-1,Zinan Lin 0001,64/237-1,0000-0002-8421-2662,18,22,6,Community 7,0.8181818181818181
pid:79/2528,Li Fei-Fei 0001,79/2528,0000-0002-7481-0810,27,21,6,Community 7,0.8571428571428571
pid:44/3684-13,Yi Wu 0013,44/3684-13,0000-0001-9057-5817,27,21,6,Community 7,0.0
pid:64/8842,Wei-Lun Chao,64/8842,0000-0003-1269-7231,24,20,6,Community 7,0.0
pid:29/7457,Boqing Gong,29/7457,0000-0003-3915-5977,22,20,6,Community 7,2.5
pid:22/1915,Han Cai,22/1915,0000-0002-8476-1303,13,19,6,Community 7,0.0
pid:165/9898,Sai Bi,165/9898,0000-0002-0311-2521,9,18,6,Community 7,0.0
pid:232/2482-1,Yinghao Xu 0001,232/2482-1,0000-0003-2696-9664,15,17,6,Community 7,1.0588235294117647
pid:94/877-2,Hao Tan 0002,94/877-2,0000-0002-9755-9040,12,17,6,Community 7,0.0
pid:258/0744-1,Nicklas Hansen 0001,258/0744-1,0000-0001-9897-4003,12,17,6,Community 7,0.0
pid:g/LeonidasJGuibas,Leonidas J. Guibas,g/LeonidasJGuibas,0000-0002-8315-4886,33,16,6,Community 7,0.0
pid:16/8758,Krishnamurthy Dj Dvijotham,16/8758,0000-0002-1328-4677,26,16,6,Community 7,1.125
pid:43/6294-13,Shuang Li 0013,43/6294-13,0000-0002-7276-5032,12,16,6,Community 7,0.0
pid:183/9337,Fujun Luan,183/9337,0000-0001-5926-6266,8,16,6,Community 7,0.0
pid:147/1470,Guohao Dai 0001,147/1470,0000-0003-0849-3252,7,15,6,Community 7,0.0
pid:95/6919,Armando Solar-Lezama,95/6919,0000-0001-7604-8252,25,14,6,Community 7,2.2857142857142856
pid:13/4660,Gordon Wetzstein,13/4660,0000-0002-9243-6885,20,14,6,Community 7,0.0
pid:118/1301,Sifei Liu,118/1301,0000-0002-6011-3686,16,14,6,Community 7,0.0
pid:02/8200-2,Ji Lin 0002,02/8200-2,0000-0001-6053-4344,10,14,6,Community 7,0.0
pid:m/DNMetaxas,Dimitris N. Metaxas,m/DNMetaxas,0000-0001-7142-7640,22,13,6,Community 7,8.307692307692308
pid:k/LesliePackKaelbling,Leslie Pack Kaelbling,k/LesliePackKaelbling,0000-0001-6054-7145,19,13,6,Community 7,0.0
pid:87/3332-1,Lu Qi 0001,87/3332-1,0000-0002-2684-0062,13,13,6,Community 7,0.0
pid:149/7762-5,Xi Peng 0005,149/7762-5,0000-0002-7772-001X,11,13,6,Community 7,0.0
pid:36/6789-5,Chao Yu 0005,36/6789-5,0000-0001-6975-0158,8,13,6,Community 7,0.0
pid:70/6155-16,Huan Wang 0016,70/6155-16,0009-0005-1505-0769,23,12,6,Community 7,0.0
pid:92/6289-7,Jie Chen 0007,92/6289-7,0000-0002-0449-6803,14,12,6,Community 7,0.0
pid:199/1968,Yurong You,199/1968,0000-0002-6898-9463,10,12,6,Community 7,0.0
pid:121/1067-1,Yujun Lin 0001,121/1067-1,0000-0001-6314-1722,9,12,6,Community 7,0.0
pid:31/5383-3,Long Zhao 0003,31/5383-3,0000-0001-8921-8564,7,12,6,Community 7,0.0
pid:26/647,Juan Carlos Niebles,26/647,0000-0001-8225-9793,12,11,6,Community 7,0.0
pid:90/752,Tomás Lozano-Pérez,90/752,0000-0002-8657-2450,8,11,6,Community 7,0.0
pid:59/2227-51,Yan Wang 0051,59/2227-51,0000-0002-7398-5854,8,11,6,Community 7,0.0
pid:91/3382-1,Marco Pavone 0001,91/3382-1,0000-0002-0206-4337,26,10,6,Community 7,0.0
pid:48/7659,David D. Cox,48/7659,0000-0002-2189-9743,20,10,6,Community 7,1.7999999999999998
pid:192/1958,Vincent Sitzmann,192/1958,0000-0002-0107-5704,14,10,6,Community 7,0.0
pid:52/5150-5,Ting Liu 0005,52/5150-5,0000-0003-0749-064X,7,10,6,Community 7,0.0
pid:b/TYBergerWolf,Tanya Y. Berger-Wolf,b/TYBergerWolf,0000-0001-7610-1412,5,9,6,Community 7,0.0
pid:117/7668,Marc T. Law,117/7668,0000-0001-7767-2313,13,8,6,Community 7,2.25
pid:20/4794-3,Wei Xiao 0003,20/4794-3,0000-0001-9622-6415,5,8,6,Community 7,0.0
pid:43/471,Charles V. Stewart,43/471,0000-0001-6532-6675,4,8,6,Community 7,0.0
pid:82/4977-4,Jun Gao 0004,82/4977-4,0000-0002-3521-0417,9,7,6,Community 7,0.0
pid:132/3874,Veronika Thost,132/3874,0000-0003-4984-1532,6,7,6,Community 7,0.0
pid:12/5233,Matthew B. Blaschko,12/5233,0000-0002-2640-181X,16,6,6,Community 7,0.0
pid:d/WJDally,William J. Dally,d/WJDally,0000-0003-4632-2876,7,6,6,Community 7,0.0
pid:150/6565-2,Mengmeng Ma 0002,150/6565-2,0000-0002-2804-2718,3,6,6,Community 7,0.0
pid:235/5576,Shelby Heinecke,235/5576,0000-0002-8831-0753,3,6,6,Community 7,0.0
pid:01/1190-5,Tang Li 0005,01/1190-5,0000-0002-3134-4151,3,6,6,Community 7,0.0
pid:90/9499-1,Zhiwei Liu 0001,90/9499-1,0000-0003-1525-1067,3,6,6,Community 7,0.0
pid:149/7976-1,Hsin-Ying Lee 0001,149/7976-1,0000-0003-2442-0117,12,5,6,Community 7,0.0
pid:119/1476,Or Litany,119/1476,0000-0001-6700-7379,8,5,6,Community 7,0.0
pid:47/3614,David Bau,47/3614,0000-0003-1744-6765,14,4,6,Community 7,0.0
pid:141/9910,Giulia Fanti,141/9910,0000-0002-7671-2624,12,4,6,Community 7,0.0
pid:41/6613,A. Taylan Cemgil,41/6613,0000-0003-4463-8455,9,4,6,Community 7,0.0
pid:84/8637-1,Yanchao Yang 0001,84/8637-1,0000-0002-2447-7917,9,4,6,Community 7,0.0
pid:g/DanGutfreund,Dan Gutfreund,g/DanGutfreund,0000-0001-5101-4443,6,4,6,Community 7,0.0
pid:280/2872,Haobo Yuan,280/2872,0000-0001-9770-7720,5,4,6,Community 7,0.0
pid:215/3373,Fengchun Qiao,215/3373,0000-0001-6347-9248,4,4,6,Community 7,0.0
pid:205/2692,Lucas Liebenwein,205/2692,0000-0002-3229-6665,4,4,6,Community 7,0.0
pid:191/0268,Wilko Schwarting,191/0268,0000-0003-0146-2656,4,4,6,Community 7,0.0
pid:66/3764,Yang Fu,66/3764,0000-0003-2711-2558,4,4,6,Community 7,0.0
pid:224/0723,Yunsheng Tian,224/0723,0000-0002-6471-7575,4,4,6,Community 7,0.0
pid:14/1525-3,Hao Dong 0003,14/1525-3,0000-0002-7984-9909,18,3,6,Community 7,0.0
pid:57/2878-1,Fei Fang 0001,57/2878-1,0000-0003-2256-8329,16,3,6,Community 7,0.0
pid:47/9567,Brenden M. Lake,47/9567,0000-0001-8959-3401,13,3,6,Community 7,0.0
pid:70/3186,Mark Hasegawa-Johnson,70/3186,0000-0002-5631-2893,10,3,6,Community 7,0.0
pid:170/2608,David B. Lindell,170/2608,0000-0002-6999-3958,8,3,6,Community 7,0.0
pid:93/2941,Ehsan Adeli 0001,93/2941,0000-0002-0579-7763,5,3,6,Community 7,0.0
pid:284/4959,Katie Collins,284/4959,0000-0002-7032-716X,5,3,6,Community 7,0.0
pid:14/1705,Yunhai Tong,14/1705,0000-0001-8735-2516,5,3,6,Community 7,0.0
pid:151/9364,Andrew Spielberg,151/9364,0000-0002-6937-6204,4,3,6,Community 7,0.0
pid:116/8913-1,Cheng-Hao Tu 0001,116/8913-1,0000-0002-3168-7963,4,3,6,Community 7,0.0
pid:90/6415-5,Jianguo Zhang 0005,90/6415-5,0009-0004-6972-4020,4,3,6,Community 7,0.0
pid:192/6828-2,Junyi Zhu 0002,192/6828-2,0000-0002-8980-5336,3,3,6,Community 7,0.0
pid:31/2187,Li-Jia Li 0001,31/2187,0000-0001-5850-7013,3,3,6,Community 7,0.0
pid:33/8167-4,Yang You 0004,33/8167-4,0000-0003-0125-0792,3,3,6,Community 7,0.0
pid:03/5448,Mehryar Mohri,03/5448,0000-0002-3987-9847,61,17,7,Community 8,0.0
pid:51/3178-2,Yutao Zhong 0002,51/3178-2,0000-0001-8461-1260,18,17,7,Community 8,0.0
pid:l/TieYanLiu,Tie-Yan Liu,l/TieYanLiu,0000-0002-0476-8020,90,201,8,Community 9,0.15920398009950248
pid:14/6841-1,Tao Qin 0001,14/6841-1,0000-0002-9095-0776,60,177,8,Community 9,0.0
pid:75/7785-1,Zhou Zhao 0001,75/7785-1,0000-0001-6121-0384,47,96,8,Community 9,0.0
pid:96/10484-3,Xu Tan 0003,96/10484-3,0000-0001-5631-0639,33,88,8,Community 9,0.20454545454545453
pid:144/7737,Yingce Xia,144/7737,0000-0001-9823-9033,19,56,8,Community 9,0.0
pid:212/8936-1,Rongjie Huang 0001,212/8936-1,0000-0002-1695-9000,21,53,8,Community 9,0.6037735849056604
pid:47/1798-1,Liwei Wang 0001,47/1798-1,0000-0003-1739-2621,73,47,8,Community 9,30.723404255319146
pid:75/6568-6,Yi Ren 0006,75/6568-6,0000-0002-9160-3848,17,47,8,Community 9,0.0
pid:68/1284-3,Lijun Wu 0003,68/1284-3,0000-0002-3530-590X,14,45,8,Community 9,0.0
pid:126/7826-1,Zehan Wang 0001,126/7826-1,0009-0007-6426-3749,16,41,8,Community 9,0.4390243902439024
pid:c/WeiChen34,Wei Chen 0034,c/WeiChen34,0000-0002-7438-5180,27,40,8,Community 9,0.0
pid:93/991-2,Sheng Zhao 0002,93/991-2,0000-0002-9624-5381,13,40,8,Community 9,0.0
pid:59/7017,Houqiang Li,59/7017,0000-0003-2188-3028,27,39,8,Community 9,0.0
pid:84/3254-1,Fei Wu 0001,84/3254-1,0000-0003-2139-8807,33,38,8,Community 9,3.8684210526315788
pid:22/4544-1,Wengang Zhou 0001,22/4544-1,0000-0003-1690-9836,19,37,8,Community 9,0.0
pid:265/6375,Zhenhui Ye,265/6375,0000-0002-7105-014X,9,29,8,Community 9,0.0
pid:194/4245-1,Kun Kuang 0001,194/4245-1,0000-0001-7024-9790,27,26,8,Community 9,0.0
pid:88/4850-4,Tao Jin 0004,88/4850-4,0000-0003-3564-1628,13,26,8,Community 9,0.0
pid:52/5716-30,Chang Liu 0030,52/5716-30,0000-0001-5207-5440,23,21,8,Community 9,2.380952380952381
pid:83/5342-5,Min Zhang 0005,83/5342-5,0000-0002-3895-5510,28,19,8,Community 9,0.0
pid:97/4708-7,Li Zhao 0007,97/4708-7,0000-0001-5095-3377,16,19,8,Community 9,0.0
pid:144/7537,Huishuai Zhang,144/7537,0000-0003-2711-7295,23,18,8,Community 9,1.7777777777777777
pid:64/5725-16,Long Chen 0016,64/5725-16,0000-0001-6148-9709,19,18,8,Community 9,6.0
pid:l/XiangYangLi,Xiangyang Li 0001,l/XiangYangLi,0000-0002-6070-6625,8,18,8,Community 9,0.0
pid:75/5673-5,Lei He 0005,75/5673-5,0000-0003-2106-740X,6,18,8,Community 9,0.0
pid:18/1022-6,Xiang Yin 0006,18/1022-6,0000-0003-1324-4277,5,16,8,Community 9,0.0
pid:59/1028-1,Kun He 0001,59/1028-1,0000-0001-7627-4604,14,14,8,Community 9,0.0
pid:19/2405-1,Rui Yan 0001,19/2405-1,0000-0002-3356-6823,18,13,8,Community 9,0.0
pid:71/2308-1,Jun Xiao 0001,71/2308-1,0000-0002-6142-9914,12,13,8,Community 9,0.0
pid:h/JohnEHopcroft,John E. Hopcroft,h/JohnEHopcroft,0000-0001-8681-6075,10,12,8,Community 9,0.0
pid:184/0288,Renqian Luo,184/0288,0000-0002-9062-3484,4,11,8,Community 9,0.0
pid:97/3265-10,Jin Xu 0010,97/3265-10,0000-0002-1409-6731,4,9,8,Community 9,0.0
pid:l/BingLiu1,Bing Liu 0001,l/BingLiu1,0000-0002-4096-6980,12,7,8,Community 9,0.0
pid:07/6095-4,Yang Feng 0004,07/6095-4,0000-0003-2579-1366,11,7,8,Community 9,0.0
pid:63/1870,Dongyan Zhao 0001,63/1870,0000-0002-0396-6703,9,7,8,Community 9,0.0
pid:92/3270,Helen M. Meng,92/3270,0000-0002-4427-3532,4,6,8,Community 9,0.0
pid:334/2089,Yu-Zhe Shi,334/2089,0000-0003-2066-005X,4,6,8,Community 9,0.0
pid:181/2695-19,Min Wang 0019,181/2695-19,0000-0003-3048-6980,3,6,8,Community 9,0.0
pid:125/2836,Xixin Wu,125/2836,0000-0001-9543-1572,3,6,8,Community 9,0.0
pid:127/0273,Meishan Zhang,127/0273,0000-0001-6335-1340,6,4,8,Community 9,0.0
pid:43/7732-1,Zhijie Lin 0001,43/7732-1,0000-0003-3461-8952,6,4,8,Community 9,0.0
pid:06/2293-28,Rui Wang 0028,06/2293-28,0000-0003-0335-320X,5,4,8,Community 9,0.0
pid:317/0166,Gyuhak Kim,317/0166,0000-0002-3110-4561,4,4,8,Community 9,0.0
pid:11/7954-1,Shaolei Zhang 0001,11/7954-1,0000-0002-7254-9380,4,4,8,Community 9,0.0
pid:66/6802-8,Zhihua Wang 0008,66/6802-8,0000-0002-1593-1321,4,4,8,Community 9,0.0
pid:166/0029-2,Xuebo Liu 0002,166/0029-2,0000-0001-8524-2006,5,3,8,Community 9,0.0
pid:02/146,Jiafeng Guo,02/146,0000-0002-9509-8674,4,3,8,Community 9,0.0
pid:155/1902,Baotian Hu,155/1902,0000-0001-7490-684X,3,3,8,Community 9,0.0
pid:250/0981,Lecheng Ruan,250/0981,0000-0001-5061-3575,3,3,8,Community 9,0.0
pid:381/0751,Xiaoda Yang,381/0751,0009-0002-7297-4536,3,3,8,Community 9,0.0
pid:89/5383,Frank Hutter,89/5383,0000-0002-2037-3694,59,22,9,Community 10,0.0
pid:117/4936,Josif Grabocka,117/4936,0000-0001-9585-6298,13,11,9,Community 10,0.0
pid:28/9142,Marius Lindauer,28/9142,0000-0002-9675-3175,8,6,9,Community 10,0.0
pid:232/3297,Danny Stoll,232/3297,0000-0002-7748-4512,5,5,9,Community 10,0.0
pid:195/8188,André Biedenkapp,195/8188,0000-0002-8703-8559,5,4,9,Community 10,0.0
pid:271/4257,Sebastian Pineda-Arango,271/4257,0000-0001-9057-3408,4,4,9,Community 10,0.0
pid:46/2181-1,Yang Yu 0001,46/2181-1,0000-0002-1052-5447,53,28,10,Community 11,0.0
pid:23/6750-5,Lei Yuan 0005,23/6750-5,0000-0002-7803-0766,10,14,10,Community 11,0.0
pid:143/7158-1,Yi-Chen Li 0001,143/7158-1,0009-0004-9908-5303,8,12,10,Community 11,0.0
pid:07/2985-3,Tian Xu 0003,07/2985-3,0000-0001-9409-448X,8,7,10,Community 11,0.0
pid:120/6709-1,Chenyang Wu 0001,120/6709-1,0000-0003-0920-7895,3,3,10,Community 11,0.0
pid:89/579-1,Yejin Choi 0001,89/579-1,0000-0003-3032-5378,52,50,11,Community 12,0.0
pid:37/5826,Ali Farhadi,37/5826,0000-0001-7249-2380,37,37,11,Community 12,0.0
pid:52/1296,Hannaneh Hajishirzi,52/1296,0000-0002-1055-6657,34,28,11,Community 12,0.0
pid:90/5204,Noah A. Smith,90/5204,0000-0002-2310-6380,25,18,11,Community 12,0.0
pid:81/7583,Aniruddha Kembhavi,81/7583,0000-0002-7608-7443,17,17,11,Community 12,0.0
pid:231/7662,Aditya Kusupati,231/7662,0000-0001-8455-1851,16,15,11,Community 12,0.0
pid:151/3093,Chandra Bhagavatula,151/3093,0000-0001-6264-0378,7,14,11,Community 12,0.0
pid:36/360-1,Xiang Ren 0001,36/360-1,0000-0001-8655-663X,25,11,11,Community 12,0.0
pid:167/3785,Ranjay Krishna,167/3785,0000-0001-8784-2531,21,9,11,Community 12,0.0
pid:63/7554,Ronan Le Bras 0001,63/7554,0000-0001-6784-1312,8,9,11,Community 12,0.0
pid:202/2351,Prithviraj Ammanabrolu,202/2351,0000-0003-1950-0454,8,7,11,Community 12,0.0
pid:160/1741,Luca Soldaini,160/1741,0000-0001-6998-9863,7,6,11,Community 12,0.0
pid:75/8157,Yulia Tsvetkov,75/8157,0000-0002-4634-7128,18,5,11,Community 12,0.0
pid:241/9430,Fatemeh Mireshghallah,241/9430,0000-0003-4090-9756,7,4,11,Community 12,0.0
pid:121/2036,Swabha Swayamdipta,121/2036,0000-0002-5851-8254,5,3,11,Community 12,0.0
pid:223/4533,Yanai Elazar,223/4533,0009-0000-8138-4533,4,3,11,Community 12,0.0
pid:86/5681,Rongrong Ji,86/5681,0000-0001-9163-2932,50,89,12,Community 13,0.0
pid:222/7865,Xiawu Zheng,222/7865,0000-0002-6855-5403,17,26,12,Community 13,0.0
pid:03/7346-2,Yuxin Zhang 0002,03/7346-2,0000-0002-4409-7030,11,24,12,Community 13,0.0
pid:118/5221-1,Fei Chao 0001,118/5221-1,0000-0002-6928-2638,9,21,12,Community 13,0.0
pid:146/1800,Yunhang Shen,146/1800,0000-0002-3970-7519,9,21,12,Community 13,0.0
pid:26/5787,Xiaoshuai Sun,26/5787,0000-0003-3912-9306,16,16,12,Community 13,0.0
pid:211/5903,Mingbao Lin,211/5903,0000-0003-1764-1894,8,13,12,Community 13,0.0
pid:75/6627-15,Ke Li 0015,75/6627-15,0000-0001-7998-0731,10,12,12,Community 13,0.0
pid:04/8207,Pingyang Dai,04/8207,0000-0001-9780-271X,5,12,12,Community 13,0.0
pid:221/6738,Chaoyou Fu,221/6738,0000-0002-0079-7668,9,6,12,Community 13,0.0
pid:33/2704,Yongjian Wu 0001,33/2704,0000-0003-2007-6929,6,6,12,Community 13,0.0
pid:04/3348-109,Yan Zhang 0109,04/3348-109,0000-0003-1642-0758,4,6,12,Community 13,0.0
pid:02/5889-27,Yu Wang 0027,02/5889-27,0000-0001-9500-081X,6,3,12,Community 13,0.0
pid:29/5010-9,Hong Liu 0009,29/5010-9,0000-0001-5318-6388,3,3,12,Community 13,0.0
pid:85/8842,Liujuan Cao,85/8842,0000-0002-7645-9606,3,3,12,Community 13,0.0
pid:41/7732-4,Yuhang Wu 0004,41/7732-4,0009-0007-7341-553X,3,3,12,Community 13,0.0
pid:72/739,Elad Hazan,72/739,0000-0002-1566-3216,48,6,13,Community 14,0.0
pid:10/7536,Zeyuan Allen Zhu,10/7536,0000-0003-3002-089X,35,3,13,Community 14,0.0
pid:119/5111,Shay Moran,119/5111,0000-0002-8662-2737,30,3,13,Community 14,0.0
pid:83/4103,Lior Wolf,83/4103,0000-0001-5578-8892,48,3,14,Community 15,0.0
pid:281/7362,Hila Chefer,281/7362,0000-0003-1585-8782,3,3,14,Community 15,0.0
pid:l/StanZLi,Stan Z. Li,l/StanZLi,0000-0002-2961-8096,47,93,15,Community 16,0.0
pid:45/6569-2,Xinwang Liu 0002,45/6569-2,0000-0001-9066-1475,24,65,15,Community 16,0.0
pid:70/1533-12,Cheng Tan 0012,70/1533-12,0000-0002-8639-923X,24,58,15,Community 16,0.0
pid:63/9705-2,Siyuan Li 0002,63/9705-2,0000-0001-6806-2468,23,53,15,Community 16,0.0
pid:51/8279-1,Siwei Wang 0001,51/8279-1,0000-0001-9517-262X,15,41,15,Community 16,0.0
pid:74/1932-8,Yue Liu 0008,74/1932-8,0000-0002-9894-0062,16,34,15,Community 16,0.0
pid:68/1946-2,Yufei Huang 0002,68/1946-2,0009-0007-8184-4529,16,32,15,Community 16,0.0
pid:48/73-6,Ke Liang 0006,48/73-6,0000-0002-4837-455X,8,20,15,Community 16,0.0
pid:49/1013-2,Jiangbin Zheng 0002,49/1013-2,0000-0003-3305-0103,6,15,15,Community 16,0.0
pid:64/6544-104,Yi Zhang 0104,64/6544-104,0000-0001-8700-7712,5,13,15,Community 16,0.0
pid:150/4048,Sihang Zhou 0001,150/4048,0000-0003-1491-4594,4,13,15,Community 16,0.0
pid:240/2589,Wenxuan Tu,240/2589,0000-0002-1353-2968,6,12,15,Community 16,0.0
pid:18/798-3,Jiyuan Liu 0003,18/798-3,0000-0001-5702-4941,5,12,15,Community 16,0.0
pid:01/836-2,Fang Wu 0002,01/836-2,0000-0001-7240-3915,7,10,15,Community 16,0.0
pid:52/328-57,Di Wu 0057,52/328-57,0000-0001-6589-7136,5,7,15,Community 16,0.0
pid:274/1152,Weixuan Liang,274/1152,0000-0002-1868-5445,7,6,15,Community 16,0.0
pid:185/9892,Yijie Zhang,185/9892,0000-0002-9460-7967,5,6,15,Community 16,0.0
pid:226/7615,Zelin Zang,226/7615,0000-0003-2831-5437,4,4,15,Community 16,0.0
pid:309/8286,Xihong Yang,309/8286,0000-0002-3260-869X,4,3,15,Community 16,0.0
pid:64/4832-17,Hao Yu 0017,64/4832-17,0000-0001-9044-4841,3,3,15,Community 16,0.0
pid:331/1513,Xinhang Wan,331/1513,0000-0001-8749-2869,3,3,15,Community 16,0.0
pid:123/9257-1,Yongjie Xu 0001,123/9257-1,0000-0002-6045-1626,3,3,15,Community 16,0.0
pid:162/1405,Nicolas Papernot,162/1405,0000-0001-5078-7233,43,33,16,Community 17,0.0
pid:191/0540,Adam Dziedzic,191/0540,0000-0001-9786-2296,20,28,16,Community 17,0.0
pid:215/3375,Franziska Boenisch,215/3375,0000-0002-2111-2234,14,23,16,Community 17,0.0
pid:s/JurgenSchmidhuber,Jürgen Schmidhuber,s/JurgenSchmidhuber,0000-0002-1468-6758,46,19,16,Community 17,0.0
pid:158/7224,Florian Tramèr,158/7224,0000-0001-8703-8762,38,18,16,Community 17,0.0
pid:66/5923-2,Qi Zhu 0002,66/5923-2,0000-0002-7700-4099,9,18,16,Community 17,0.0
pid:18/4087-15,Chao Huang 0015,18/4087-15,0000-0002-9300-1787,5,18,16,Community 17,0.0
pid:401/9187,Yuhui Wang 0004,401/9187,0000-0002-0502-7486,6,17,16,Community 17,0.0
pid:44/4317-1,Yixuan Wang 0001,44/4317-1,0000-0003-0847-8570,5,15,16,Community 17,0.0
pid:b/MichaelBackes1,Michael Backes 0001,b/MichaelBackes1,0000-0002-7130-9211,11,14,16,Community 17,0.0
pid:183/9326,Sjoerd van Steenkiste,183/9326,0000-0003-4324-3021,17,13,16,Community 17,0.0
pid:218/5156,Matthew Jagielski,218/5156,0000-0002-9749-0696,16,13,16,Community 17,0.0
pid:130/1873-1,Chen Lv 0001,130/1873-1,0000-0001-6897-4512,3,12,16,Community 17,0.0
pid:76/11430,Klaus Greff,76/11430,0000-0001-6982-0937,14,11,16,Community 17,0.0
pid:213/8587,Ilia Shumailov,213/8587,0000-0003-3100-0727,12,9,16,Community 17,0.0
pid:150/9413,Xiao Wang 0012,150/9413,0000-0002-5991-7417,10,8,16,Community 17,0.0
pid:b/DanBoneh,Dan Boneh,b/DanBoneh,0000-0003-0820-0421,7,4,16,Community 17,0.0
pid:06/6785-16,Yang Zhang 0016,06/6785-16,0000-0003-3612-7348,6,4,16,Community 17,0.0
pid:31/789,Robert Mullins 0001,31/789,0000-0002-8393-2748,7,3,16,Community 17,0.0
pid:56/10453,Surya Ganguli,56/10453,0000-0002-9264-7551,42,7,17,Community 18,0.0
pid:21/3047-46,Feng Chen 0046,21/3047-46,0000-0002-8645-7356,4,4,17,Community 18,0.0
pid:268/6684,Brett W. Larsen,268/6684,0000-0002-8922-3918,4,3,17,Community 18,0.0
pid:64/1011,Marcello Restelli,64/1011,0000-0002-6322-1076,48,39,18,Community 19,0.0
pid:03/5455,Michal Valko,03/5455,0009-0009-2673-0144,66,36,18,Community 19,0.0
pid:p/JanPeters1,Jan Peters 0001,p/JanPeters1,0000-0002-5266-8091,32,36,18,Community 19,0.0
pid:209/4941,Alberto Maria Metelli,209/4941,0000-0002-3424-5212,33,32,18,Community 19,0.0
pid:36/321,Alessandro Lazaric,36/321,0000-0002-8970-413X,39,25,18,Community 19,0.72
pid:126/1718,Bilal Piot,126/1718,0000-0002-6456-7183,22,23,18,Community 19,0.0
pid:60/4878,Gerhard Neumann,60/4878,0000-0002-5483-4225,32,19,18,Community 19,0.0
pid:27/1277,Emma Brunskill,27/1277,0000-0002-3971-7127,39,18,18,Community 19,0.0
pid:209/4897,Matteo Papini,209/4897,0000-0002-3807-3171,13,18,18,Community 19,0.0
pid:182/8953,Carlo D'Eramo,182/8953,0000-0003-2712-118X,13,17,18,Community 19,0.0
pid:160/9943,Zhaohan Daniel Guo,160/9943,0000-0002-2497-6441,11,15,18,Community 19,0.0
pid:23/8355,Joni Pajarinen,23/8355,0000-0003-4469-8191,19,13,18,Community 19,1.3846153846153846
pid:34/2029,Mykel J. Kochenderfer,34/2029,0000-0002-7238-9663,16,7,18,Community 19,0.0
pid:151/9451,Rudolf Lioutikov,151/9451,0000-0002-8924-7514,8,7,18,Community 19,0.0
pid:239/6069,Michael Volpp,239/6069,0000-0002-8303-4999,5,7,18,Community 19,0.0
pid:83/7398,Vianney Perchet,83/7398,0000-0002-9333-264X,37,6,18,Community 19,0.0
pid:75/3139,Bruno Castro da Silva,75/3139,0000-0002-3708-5728,12,6,18,Community 19,0.0
pid:267/5445,Daniil Tiapkin,267/5445,0000-0002-8832-7926,10,5,18,Community 19,0.0
pid:58/6269,Olivier Pietquin,58/6269,0000-0002-5386-465X,29,4,18,Community 19,0.0
pid:30/3557-2,Jonathan N. Lee,30/3557-2,0000-0002-1828-1707,9,4,18,Community 19,0.0
pid:58/8559,Christian Daniel,58/8559,0000-0001-7065-5326,6,4,18,Community 19,0.0
pid:145/3334,Georgia Chalvatzaki,145/3334,0000-0002-5055-199X,6,4,18,Community 19,0.0
pid:191/6726,Boris Belousov,191/6726,0000-0001-7172-9104,4,4,18,Community 19,0.0
pid:267/9480,Daniel Palenicek,267/9480,0000-0002-8292-1318,4,4,18,Community 19,0.0
pid:214/0808,Davide Tateo,214/0808,0000-0002-7193-923X,4,4,18,Community 19,0.0
pid:64/7056,Finale Doshi-Velez,64/7056,0000-0003-2886-3898,19,3,18,Community 19,0.0
pid:13/10259,Alexandra Carpentier,13/10259,0000-0002-1194-7385,11,3,18,Community 19,0.0
