country_name,affiliation,paper_count,country_paper_count,global_share_percent,country_share_percent
Israel,University of Haifa,2,152,0.0534045393858478,1.3157894736842104
Israel,IBM Research - Haifa,1,152,0.0267022696929239,0.6578947368421052
Israel,Israel Aerospace Industries (Israel),1,152,0.0267022696929239,0.6578947368421052
Israel,Jerusalem Institute for Israel Studies,1,152,0.0267022696929239,0.6578947368421052
South Korea,Korea Advanced Institute of Science and Technology,43,146,1.1481975967957276,29.45205479452055
South Korea,Seoul National University,23,146,0.6141522029372497,15.753424657534246
South Korea,Chung-Ang University,12,146,0.32042723631508674,8.21917808219178
South Korea,Pohang University of Science and Technology,12,146,0.32042723631508674,8.21917808219178
South Korea,Gachon University,7,146,0.1869158878504673,4.794520547945205
South Korea,Yonsei University,7,146,0.1869158878504673,4.794520547945205
South Korea,Ulsan National Institute of Science and Technology,5,146,0.13351134846461948,3.4246575342465753
South Korea,Sejong University,4,146,0.1068090787716956,2.73972602739726
South Korea,Chonnam National University,3,146,0.08010680907877168,2.054794520547945
South Korea,Electronics and Telecommunications Research Institute,3,146,0.08010680907877168,2.054794520547945
South Korea,Hallym University Chuncheon Sacred Heart Hospital,3,146,0.08010680907877168,2.054794520547945
South Korea,Konkuk University,3,146,0.08010680907877168,2.054794520547945
South Korea,Korea University,3,146,0.08010680907877168,2.054794520547945
South Korea,Kyung Hee University,3,146,0.08010680907877168,2.054794520547945
South Korea,Naver (South Korea),3,146,0.08010680907877168,2.054794520547945
South Korea,Samsung (South Korea),3,146,0.08010680907877168,2.054794520547945
South Korea,Sungkyunkwan University,3,146,0.08010680907877168,2.054794520547945
South Korea,Kookmin University,2,146,0.0534045393858478,1.36986301369863
South Korea,Pukyong National University,2,146,0.0534045393858478,1.36986301369863
South Korea,University of Seoul,2,146,0.0534045393858478,1.36986301369863
Singapore,National University of Singapore,53,141,1.4152202937249665,37.5886524822695
Singapore,Nanyang Technological University,48,141,1.281708945260347,34.04255319148936
Singapore,"Agency for Science, Technology and Research",15,141,0.4005340453938585,10.638297872340425
Singapore,Singapore University of Technology and Design,9,141,0.2403204272363151,6.382978723404255
Singapore,Singapore Management University,8,141,0.2136181575433912,5.673758865248227
Singapore,Singapore-MIT Alliance for Research and Technology,3,141,0.08010680907877168,2.127659574468085
Singapore,Data Storage Institute,2,141,0.0534045393858478,1.4184397163120568
Singapore,Bioinformatics Institute,1,141,0.0267022696929239,0.7092198581560284
Singapore,Duke-NUS Medical School,1,141,0.0267022696929239,0.7092198581560284
Singapore,Singapore Institute of Technology,1,141,0.0267022696929239,0.7092198581560284
Canada,University of Toronto,28,128,0.7476635514018692,21.875
Canada,University of Alberta,13,128,0.3471295060080107,10.15625
Canada,Artificial Intelligence in Medicine (Canada),12,128,0.32042723631508674,9.375
Canada,McGill University,11,128,0.2937249666221629,8.59375
Canada,Simon Fraser University,10,128,0.26702269692923897,7.8125
Canada,Université de Montréal,8,128,0.2136181575433912,6.25
Canada,University of Waterloo,7,128,0.1869158878504673,5.46875
Canada,Mila - Quebec Artificial Intelligence Institute,6,128,0.16021361815754337,4.6875
Canada,Polytechnique Montréal,6,128,0.16021361815754337,4.6875
Canada,University of British Columbia,4,128,0.1068090787716956,3.125
Canada,University of Victoria,4,128,0.1068090787716956,3.125
Canada,Institut National de la Recherche Scientifique,3,128,0.08010680907877168,2.34375
Canada,Canadian Institute for Advanced Research,2,128,0.0534045393858478,1.5625
Canada,Carleton University,2,128,0.0534045393858478,1.5625
Canada,Minnow Environmental (Canada),2,128,0.0534045393858478,1.5625
Canada,Queen's University,2,128,0.0534045393858478,1.5625
Canada,Toronto Metropolitan University,2,128,0.0534045393858478,1.5625
Canada,Université Laval,2,128,0.0534045393858478,1.5625
Canada,Vector Institute,2,128,0.0534045393858478,1.5625
Canada,York University,2,128,0.0534045393858478,1.5625
Australia,Commonwealth Scientific and Industrial Research Organisation,16,116,0.4272363150867824,13.793103448275861
Australia,The University of Sydney,14,116,0.3738317757009346,12.068965517241379
Australia,Australian National University,12,116,0.32042723631508674,10.344827586206897
Australia,University of Technology Sydney,12,116,0.32042723631508674,10.344827586206897
Australia,Griffith University,10,116,0.26702269692923897,8.620689655172415
Australia,The University of Melbourne,10,116,0.26702269692923897,8.620689655172415
Australia,The University of Adelaide,5,116,0.13351134846461948,4.310344827586207
Australia,UNSW Sydney,5,116,0.13351134846461948,4.310344827586207
Australia,Data61,4,116,0.1068090787716956,3.4482758620689653
Australia,Deakin University,4,116,0.1068090787716956,3.4482758620689653
Australia,The University of Queensland,4,116,0.1068090787716956,3.4482758620689653
